"ID","Created Date","Updated Date","Owner","listingTitle","billType","period","amount","description","property","bukkuurl","billname","client","Paid"
"07999905-1218-4785-bef1-ff55af5d783d",2025-09-09T08:17:38Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Meridin Bayvue B1-07-13a","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2025-08-01T04:00:00Z,102.82,"Time","c0fba2d6-05e0-4b27-9cb7-a281e6430ac9","https://colivingmanagement.bukku.my/l/a5f9rw_fl_",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"083b63ae-a27f-4d3c-b975-e72561926bf9",2026-01-09T04:09:42Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B1-07-13a","e9ef1dee-1a92-4ff0-ada0-f4d36130917a",2025-11-30T16:00:00Z,176.85,"TNB","c0fba2d6-05e0-4b27-9cb7-a281e6430ac9","https://colivingmanagement.bukku.my/l/aZ5kHsgzBK","TNB","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"09ba00de-30d4-43cd-9003-061dc92a9ada",2025-09-09T07:21:46Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Meridin Bayvue B2-19-12","0841b059-48b6-4e65-988d-1fb24006db97",2025-08-01T04:00:00Z,60,"cleaning fees","4155d4f3-9438-448a-8c5e-d49dd1272646","https://colivingmanagement.bukku.my/l/dGtq5Fd5kS",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0a2c48fa-ffa0-4f3c-b7f9-712723e5c8ef",2026-03-10T10:05:32Z,2026-03-10T10:15:12Z,"bad279a4-e309-4354-a70f-2a1b0818317f","SKS Pavillion B-21-01","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2026-02-01T04:00:00Z,102.82,"INTERNET","e83a5d2c-dd1e-422e-b3de-eeb6438cc45e","https://colivingmanagement.bukku.my/l/cCs_jJ16kh","TIME","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0a66d4cd-fe87-48d8-b0e1-4e50ad8ef2b8",2025-09-19T13:46:26Z,2026-02-19T13:01:27Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","Jalan Kuning Jalan Kuning",,2025-08-31T16:00:00Z,78.23,"extra payment last 2 month","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6",,,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0a880fa3-06d6-4243-9864-39fe7e5f6aa7",2025-12-08T09:54:35Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B1-07-13a","90f9f1e2-62eb-4a37-a82a-a70427a331dc",2025-10-31T16:00:00Z,55.8,"WATER","c0fba2d6-05e0-4b27-9cb7-a281e6430ac9","https://colivingmanagement.bukku.my/l/csBF86KW9p","Meridin Bayvue","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0abee0d6-2af4-4912-89d5-8b30c12ae4f9",2025-09-09T07:20:57Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Meridin Bayvue B1-10-05","0841b059-48b6-4e65-988d-1fb24006db97",2025-08-01T04:00:00Z,60,"cleaning fees","beaf7c8c-e161-4e8f-b30e-376c0d94be25","https://colivingmanagement.bukku.my/l/dGtq5Fd5kS",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0af4cdc0-c61a-4a9b-81e0-afae08b32d28",2026-01-09T04:09:42Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Aliff Residences B-13-07","7ebb3db3-0632-4c23-b31f-5c28884b48d6",2025-11-30T16:00:00Z,49.5,"WATER","31e9f13e-8494-4000-bee6-85306326a98a","https://colivingmanagement.bukku.my/l/ctcYhQpaIm","Aliff Residences","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0cd429e1-25e7-4fb3-8a20-f738144e995f",2025-09-09T07:14:13Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Meridin Bayvue B1-20-03a","90f9f1e2-62eb-4a37-a82a-a70427a331dc",2025-08-01T04:00:00Z,288.29,"maintance","3faf9896-9e64-4092-93ec-603e692bae24","https://colivingmanagement.bukku.my/l/aXAY1cSr_o",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0dd8043e-0afe-4526-a4be-79f14d46270a",2025-09-09T07:18:47Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Meridin Bayvue B1-20-03a","0841b059-48b6-4e65-988d-1fb24006db97",2025-08-01T04:00:00Z,60,"cleaning fees","3faf9896-9e64-4092-93ec-603e692bae24","https://colivingmanagement.bukku.my/l/dGtq5Fd5kS",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0e260d63-4acb-4150-b1c2-d25fa108f6a6",2026-02-10T07:22:09Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Paragon Suite A-29-05","0841b059-48b6-4e65-988d-1fb24006db97",2026-01-01T04:00:00Z,60,"Cleaning","5981792a-cba0-4215-b391-e6c352f3f3bb","https://colivingmanagement.bukku.my/l/bz64Zetwqp",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0e98a702-21c5-4235-9e2b-f7edc58d9c5a",2025-12-08T09:54:35Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Paragon Suite A-18-05","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2025-10-31T16:00:00Z,104.94,"INTERNET","ab2f9b6a-402a-4593-a939-f306dc976067","https://colivingmanagement.bukku.my/l/bbeYtzYH-2","TIME","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0fbe798d-c3bc-4b8a-a764-a6a4abee5a32",2025-11-07T07:44:49Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Tri Tower A-18-03","e9ef1dee-1a92-4ff0-ada0-f4d36130917a",2025-10-01T04:00:00Z,62.95,"TNB","1119da1b-7b56-4b65-9ca1-800757e29764","https://colivingmanagement.bukku.my/l/dMrzMtaDYO","TNB","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0fd0cadd-d502-42f0-bed9-46d3f419c661",2025-12-08T09:54:35Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B1-10-05","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2025-10-31T16:00:00Z,102.82,"INTERNET","beaf7c8c-e161-4e8f-b30e-376c0d94be25","https://colivingmanagement.bukku.my/l/bbeYtzYH-2","TIME","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1059e711-d78d-480d-9a6b-71c4757b766b",2025-10-08T07:38:36Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Paragon Suite B-27-03","8e9ceaca-5169-4c37-a892-a39d64f76a32",2025-09-01T04:00:00Z,94.5,"water bil ","f18c6f5a-eccf-4af8-9334-721d98013a6d","https://colivingmanagement.bukku.my/l/do8k6RhmcP",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"105f9c11-934e-42ce-95f5-be5c81733d64",2025-10-08T07:38:36Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","SKS Pavillion B-21-01","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2025-09-01T04:00:00Z,102.82,"wifi bil","e83a5d2c-dd1e-422e-b3de-eeb6438cc45e","https://colivingmanagement.bukku.my/l/bjCsZKOvIL",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"10a58e96-cf18-42f8-858a-dd9d335964ca",2025-12-17T13:08:24Z,2026-02-19T13:01:27Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","Jalan Kuning Jalan Kuning","9f7212f5-4fac-4b40-8e1e-3e16b3f0b548",2025-10-31T16:00:00Z,850,"PURCHASE BED FOR UNIT","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6",,,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"111c2994-8013-4cc9-a0d6-7f7a7309d19a",2026-02-10T07:22:09Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Jalan Kuning Jalan Kuning","9f7212f5-4fac-4b40-8e1e-3e16b3f0b548",2026-01-01T04:00:00Z,50,"repair sink lekaing","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6","https://colivingmanagement.bukku.my/l/dI_pcAXHqs",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"11b382b2-c219-43ab-b87a-68176aed4aca",2026-01-09T04:09:42Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Tri Tower A-18-03","e9ef1dee-1a92-4ff0-ada0-f4d36130917a",2025-11-30T16:00:00Z,65.45,"TNB","1119da1b-7b56-4b65-9ca1-800757e29764","https://colivingmanagement.bukku.my/l/aZ5kHsgzBK","TNB","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1203468a-9f2f-4b24-8e82-fd367b8c3443",2025-10-08T07:38:36Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Meridin Bayvue B2-19-12","0841b059-48b6-4e65-988d-1fb24006db97",2025-09-01T04:00:00Z,60,"cleaning","4155d4f3-9438-448a-8c5e-d49dd1272646","https://colivingmanagement.bukku.my/l/cZsbBAuYdf",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"12d0f090-0322-4a3c-a80f-6e74a93c5bf1",2025-09-09T08:28:48Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","SKS Pavillion B-21-01","0841b059-48b6-4e65-988d-1fb24006db97",2025-08-01T04:00:00Z,60,"cleaning fees ","e83a5d2c-dd1e-422e-b3de-eeb6438cc45e","https://colivingmanagement.bukku.my/l/dGtq5Fd5kS",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"12f0bc29-954d-4dae-ae0a-94527ba4fb13",2026-03-10T10:05:32Z,2026-03-10T10:15:06Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Jalan Kuning Jalan Kuning","0841b059-48b6-4e65-988d-1fb24006db97",2026-02-01T04:00:00Z,60,"Cleaning","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6","https://colivingmanagement.bukku.my/l/cLX-TqG_05","Clean Lemons","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1304f931-757c-4b0e-92cc-e265554bae7c",2025-12-08T09:54:35Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Paragon Suite A-18-05","8e9ceaca-5169-4c37-a892-a39d64f76a32",2025-10-31T16:00:00Z,496.32,"AUG MAINTANCES FEES","ab2f9b6a-402a-4593-a939-f306dc976067","https://colivingmanagement.bukku.my/l/bqyXq9rvfa","Paragon Suite","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1388a1b0-8ff2-4d12-8565-a3e0fa51ec63",2026-03-10T10:05:32Z,2026-03-10T10:15:15Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Jalan Kuning Jalan Kuning","278a95bc-f35f-4249-87ec-2bb47575c715",2026-02-01T04:00:00Z,115.75,"WATER","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6","https://colivingmanagement.bukku.my/l/bRjqMuXBL0","SAJ","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"145c5c87-8c85-4ed3-a6b7-4843cbbd7d3a",2026-02-10T07:22:09Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Paragon Suite A-18-05","0841b059-48b6-4e65-988d-1fb24006db97",2026-01-01T04:00:00Z,60,"Cleaning","ab2f9b6a-402a-4593-a939-f306dc976067","https://colivingmanagement.bukku.my/l/bz64Zetwqp",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1508c93e-1407-43cc-994c-2d63c1372a4f",2025-11-07T07:44:49Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B2-19-12","90f9f1e2-62eb-4a37-a82a-a70427a331dc",2025-10-01T04:00:00Z,288.29,"Maintanance Fees","4155d4f3-9438-448a-8c5e-d49dd1272646","https://colivingmanagement.bukku.my/l/dkrvRqhusJ","Meridin Bayvue","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"150b39dc-9b65-4162-89b4-9f484b3095de",2025-10-08T07:38:36Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Tri Tower A-18-03","0841b059-48b6-4e65-988d-1fb24006db97",2025-09-01T04:00:00Z,60,"cleaning","1119da1b-7b56-4b65-9ca1-800757e29764","https://colivingmanagement.bukku.my/l/cZsbBAuYdf",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1554adbf-59c7-4b55-bdaf-49f9da2d7cbf",2025-09-09T06:07:00Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Paragon Suite A-18-05","8e9ceaca-5169-4c37-a892-a39d64f76a32",2025-08-01T04:00:00Z,31.5,"water billing","ab2f9b6a-402a-4593-a939-f306dc976067","https://colivingmanagement.bukku.my/l/cqhC-aQfN1",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"16c7bb42-425a-4323-958c-35e85c3ee711",2025-12-08T09:54:35Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B2-19-12","0841b059-48b6-4e65-988d-1fb24006db97",2025-10-31T16:00:00Z,60,"Cleaning","4155d4f3-9438-448a-8c5e-d49dd1272646","https://colivingmanagement.bukku.my/l/dqSLhzPhOY","Clean Lemons","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"16d07438-5dab-46e9-827d-5a586ea35c4a",2026-02-10T07:22:09Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Paragon Suite A-29-05","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2026-01-01T04:00:00Z,102.82,"INTERNET","5981792a-cba0-4215-b391-e6c352f3f3bb","https://colivingmanagement.bukku.my/l/blFKQx3_6f",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1741c4e1-19e7-459d-b1a3-2877a448b205",2026-03-17T07:47:33Z,2026-03-17T07:47:33Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","Meridin Bayvue B1-10-05","9f7212f5-4fac-4b40-8e1e-3e16b3f0b548",2026-01-31T16:00:00Z,580,"washer","beaf7c8c-e161-4e8f-b30e-376c0d94be25",,,,
"17cd54f7-4f2e-4586-a06a-e7168a4abe7b",2026-01-09T04:09:42Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Paragon Suite A-18-05","8e9ceaca-5169-4c37-a892-a39d64f76a32",2025-11-30T16:00:00Z,496.32,"Maintanance Fees","ab2f9b6a-402a-4593-a939-f306dc976067","https://colivingmanagement.bukku.my/l/bQzEDdjed-","Paragon Suite","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"185e88b5-27da-48a2-b642-40c43be17c1a",2025-09-09T06:07:00Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Tri Tower A-18-03","9f7212f5-4fac-4b40-8e1e-3e16b3f0b548",2025-08-01T04:00:00Z,130,"silicon kitchen sink & change new cabinet","1119da1b-7b56-4b65-9ca1-800757e29764","https://colivingmanagement.bukku.my/l/d2709lrGZo",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1885674e-ee08-4f3c-8e8d-d67e09e17c89",2026-02-10T07:22:09Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B1-07-13a","e9ef1dee-1a92-4ff0-ada0-f4d36130917a",2026-01-01T04:00:00Z,162.1,"TNB","c0fba2d6-05e0-4b27-9cb7-a281e6430ac9","https://colivingmanagement.bukku.my/l/aJw3Zm5XbU",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1891ce15-92bc-48e9-a1dc-adefa909fa4b",2026-03-10T10:05:32Z,2026-03-10T10:15:20Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Jalan Kuning Jalan Kuning","9f7212f5-4fac-4b40-8e1e-3e16b3f0b548",2026-02-01T04:00:00Z,80,"59, JLN KUNING 3 CHANGE BEDROOM DOORKNOB (C-02)","6db13fb0-3b98-43ff-b84c-7e4b5560a3b6","https://colivingmanagement.bukku.my/l/cahRzi0tfv","Magic Touch","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"18b77876-6593-4bed-a48f-a29d6b77b361",2026-01-09T04:09:42Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B2-19-12","9f7212f5-4fac-4b40-8e1e-3e16b3f0b548",2025-11-30T16:00:00Z,80,"22 DEC CHANGE DOOR KNOB","4155d4f3-9438-448a-8c5e-d49dd1272646","https://colivingmanagement.bukku.my/l/cyNlG7gyWf","Magic Touch Sdn. Bhd","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1957e639-fa24-4ae0-8f41-cea7fabaaf13",2025-10-08T07:38:36Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Meridin Bayvue B1-20-03a","0841b059-48b6-4e65-988d-1fb24006db97",2025-09-01T04:00:00Z,60,"cleaning","3faf9896-9e64-4092-93ec-603e692bae24","https://colivingmanagement.bukku.my/l/cZsbBAuYdf",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1971c09c-f782-4ce7-9741-9fc9ef771360",2026-03-10T10:05:32Z,2026-03-10T10:15:12Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Paragon Suite A-29-05","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2026-02-01T04:00:00Z,102.82,"INTERNET","5981792a-cba0-4215-b391-e6c352f3f3bb","https://colivingmanagement.bukku.my/l/cCs_jJ16kh","TIME","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"19c10186-1720-4b8f-b749-0e521eaa3296",2025-12-08T09:54:35Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Paragon Suite A-18-05","8e9ceaca-5169-4c37-a892-a39d64f76a32",2025-10-31T16:00:00Z,50,"APPLY NEW CARD","ab2f9b6a-402a-4593-a939-f306dc976067","https://colivingmanagement.bukku.my/l/bqyXq9rvfa","Paragon Suite","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"19f3a8b1-90e2-4ed2-81ee-a2a936e6992b",2025-10-08T07:38:36Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Paragon Suite A-29-05","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2025-09-01T04:00:00Z,102.82,"wifi bil","5981792a-cba0-4215-b391-e6c352f3f3bb","https://colivingmanagement.bukku.my/l/bjCsZKOvIL",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1a7c95b7-f766-46dd-b14a-16d88d80a8ad",2025-09-09T06:07:00Z,2026-02-19T13:01:27Z,"4603e922-975d-4dea-a482-3cce8a0e1539","Paragon Suite A-18-05","e9ef1dee-1a92-4ff0-ada0-f4d36130917a",2025-08-01T04:00:00Z,365,"tnb","ab2f9b6a-402a-4593-a939-f306dc976067","https://colivingmanagement.bukku.my/l/dzbLE3gFDF",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1a80e344-c705-4db4-ab90-8db4d166187b",2026-02-10T07:22:09Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B1-20-03a","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2026-01-01T04:00:00Z,102.82,"INTERNET","3faf9896-9e64-4092-93ec-603e692bae24","https://colivingmanagement.bukku.my/l/blFKQx3_6f",,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1b407c4e-0c49-4c02-bf08-7746439140cf",2026-03-10T10:05:32Z,2026-03-10T10:15:04Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Paragon Suite A-18-05","8e9ceaca-5169-4c37-a892-a39d64f76a32",2026-02-01T04:00:00Z,496.32,"Maintanance Fees","ab2f9b6a-402a-4593-a939-f306dc976067","https://colivingmanagement.bukku.my/l/c_WswzG6wJ","Paragon Suite","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1be53876-9235-41af-af30-a0e7dc506ace",2025-12-08T09:54:35Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B1-20-03a","e9ef1dee-1a92-4ff0-ada0-f4d36130917a",2025-10-31T16:00:00Z,244.85,"TNB","3faf9896-9e64-4092-93ec-603e692bae24","https://colivingmanagement.bukku.my/l/dZMLaL7XpR","TNB","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1cde46c5-bb1c-4ad0-b6db-cee15e9b45c8",2025-12-08T09:54:35Z,2026-02-19T13:01:27Z,"bad279a4-e309-4354-a70f-2a1b0818317f","Meridin Bayvue B1-22-09","0345c2e1-bea6-47d9-9199-4e5a950a4f74",2025-10-31T16:00:00Z,102.82,"INTERNET","2cf0712d-2d16-4843-b80e-a2b438b20421","https://colivingmanagement.bukku.my/l/bbeYtzYH-2","TIME","817f6510-47ac-4f8f-9828-d2fd91cb406f",
