"ID","Created Date","Updated Date","Owner","invoiceurl","receipturl","Date","title","type","invoiceid","amount","tenancy","Accountid","Productid","isPaid","referenceid","room","tenant","Bukku_invoice_id","property","Paidat","client"
"032afc45-e1f7-48ff-91a0-134f298f5e3b",2026-02-26T05:29:53Z,2026-02-26T05:30:11Z,"4603e922-975d-4dea-a482-3cce8a0e1539","https://colivingmanagement.bukku.my/l/aHMYWcGrv6",,2026-05-01T00:00:00Z,"May 2026 - SKS Pavillion B-21-01 Master Room 2 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02810",1200,"84f71b2e-e52c-4365-b2ac-423e52e23c2c",53,1,,,"9e34211e-2029-454e-9d19-2176ebc75aff","04a49227-1e35-4ae3-a3d7-342ccc27c196",10850,"e83a5d2c-dd1e-422e-b3de-eeb6438cc45e",,
"0336d267-5e91-49c3-89e1-74b8721790bd",2026-03-09T17:29:45Z,2026-03-09T17:29:56Z,"4603e922-975d-4dea-a482-3cce8a0e1539","https://colivingmanagement.bukku.my/l/bGxaBHLOoy",,2026-05-01T04:00:00Z,"May 2026 - SKS Pavillion B-21-01 Balcony Room - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02899",700,"248bd52b-6a95-49ab-9f46-a1554067f8c3",53,1,,,"f8f25f5e-97df-4ee9-a6e8-4c231895a3ce","6999ed99-0d49-4435-b414-95a290a0226a",10954,"e83a5d2c-dd1e-422e-b3de-eeb6438cc45e",,
"03823f89-b500-4335-bc79-90c05d5c92bb",2025-10-30T04:17:59Z,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/dWe4KSQd5R","https://colivingmanagement.bukku.my/l/c42XwsUTnq",2026-01-01T04:00:00Z,"January - Meridin Bayvue B1-10-05 Master Room - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02452",800,"26e78ff1-68a4-43bc-a855-7516a19b4c64",53,1,true,"RC-mjy4c3ou","7e68c424-aa3d-4ef6-bdd2-b6e4b0b621f6","acd1c031-63a5-49e7-b384-14f2a60afae0",10227,"beaf7c8c-e161-4e8f-b30e-376c0d94be25",2026-01-03T09:49:03Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"03b3d33e-bc75-47c1-9b20-08ae06977817",2025-12-24T03:30:47Z,2026-02-19T08:59:02Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","https://colivingmanagement.bukku.my/l/cIIYADGkDk","https://colivingmanagement.bukku.my/l/c8Cx5LNQH1",2026-02-01T00:00:00Z,"February - Meridin Bayvue B2-19-12 Standard Room - Agreement Fees","3411c69c-bfec-4d35-a6b9-27929f9d5bf6","IV-02499",250,"f57ede7f-8ea6-4f04-891d-e5cc05a99719",20,3,true,"RC-mjjisj54","2de68ab4-ff54-4be0-aaea-ae6ca81eb6a4","0e88a760-7a70-4e6d-87a9-f6cbd9a3d405",10301,"4155d4f3-9438-448a-8c5e-d49dd1272646",2025-12-24T04:37:06Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"03bae565-3718-4065-9546-541b5e238fa9",2025-09-14T15:20:22Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/dT8guQ-GCF","https://colivingmanagement.bukku.my/l/aBv4-8a7ul",2025-10-01T00:00:00Z,"October 2025 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-00866",500,"83c93205-fe3a-4171-85ee-317d3fbc785f",53,1,true,"RC-mg3l9e25","9a822793-c475-4a06-9ac5-8bbdacd6485e","b70b097a-6c8d-4923-9550-d0345c2beae0",6677,"2cf0712d-2d16-4843-b80e-a2b438b20421",,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"03cf54e2-4f41-4934-a212-cf55ac2b735f",2025-09-14T15:20:16Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/bG8KWHVfd2","https://colivingmanagement.bukku.my/l/b3qzZsCW-D",2025-10-01T00:00:00Z,"October 2025 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-00838",800,"1c8f8a76-2088-4111-b14e-d3226d4d5f36",53,1,true,"RC-mg64wt5d","b3d28e78-dba9-41a9-8836-2212a784b1ae","602b8030-643d-4959-b1a9-5855d06cd10a",6649,"2cf0712d-2d16-4843-b80e-a2b438b20421",,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"0430cb63-4e42-4c82-87e6-f884054eaa59",2025-12-22T00:52:55Z,2026-02-19T08:59:02Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","https://colivingmanagement.bukku.my/l/aUwFm-__vL","https://colivingmanagement.bukku.my/l/bcWItcWbHK",2026-02-01T04:00:00Z,"February - Meridin Bayvue B1-20-03a Master Room - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02456",1100,"63f58645-8bf9-4e63-ad8c-01cb04f0b10c",53,1,true,"RC-mkzxdiiy","d7f17468-3f8a-4027-8827-f64d24f78d8f","e5692849-9caa-4533-aaa1-098b6d165db1",10231,"3faf9896-9e64-4092-93ec-603e692bae24",2026-01-29T20:48:00Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"0436e529-f42f-47b2-b1b1-333d4a33eced",2025-09-14T15:20:28Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/dduNKjqEpS",,2027-01-01T00:00:00Z,"January 2027 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-01069",2400,"b3d7164c-e69e-4992-8b83-cc6df81b610f",53,1,,,"24dff256-86c4-4fbf-8ad1-9027dd044b38","2bd12606-e435-4679-a34f-8f928229309c",6880,"f18c6f5a-eccf-4af8-9334-721d98013a6d",,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"0498668d-096f-4900-9550-cbbf65fb2152",2025-12-02T08:16:25Z,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/cX86DokzBh","https://colivingmanagement.bukku.my/l/dKSYTYuYR8",2025-12-31T16:00:00Z,"December - Tri Tower A-18-03 Balcony Room - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02319",35,"00a16fdb-fb79-4a4b-b9ca-6addd64b04ff",53,1,true,"RC-mipask6i","b0750e3c-4615-4b18-912d-05325a97ea34","5514b813-b6b1-4289-95af-0591dbb82bcd",9956,"1119da1b-7b56-4b65-9ca1-800757e29764",2025-12-03T01:01:12Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"04ea9d81-255b-41ec-bc37-37ff99769b26",2025-12-22T00:52:55Z,2026-02-19T08:59:02Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","https://colivingmanagement.bukku.my/l/cOLMomrEWo","https://colivingmanagement.bukku.my/l/cOf9Unjnjk",2026-01-01T00:00:00Z,"January - Meridin Bayvue B1-20-03a Master Room - Agreement Fees","3411c69c-bfec-4d35-a6b9-27929f9d5bf6","IV-02579",250,"63f58645-8bf9-4e63-ad8c-01cb04f0b10c",20,3,true,"RC-mjhjdsj","d7f17468-3f8a-4027-8827-f64d24f78d8f","e5692849-9caa-4533-aaa1-098b6d165db1",10436,"3faf9896-9e64-4092-93ec-603e692bae24",2025-12-22T19:16:31Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"05155312-7486-4717-a5e7-01ed22b0010f",2025-10-30T05:15:10Z,2026-03-14T01:41:22Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/bnZGXxj0v_","https://colivingmanagement.bukku.my/l/aH4jlL_cdv",2026-03-01T00:00:00Z,"March - Paragon Suite A-29-05 Standard Room 1 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02131",750,"e4a1ab8d-c52d-4450-8f44-f77c64a5c953",53,1,true,"RC-mm7ucwek","62b1e475-3497-4415-aaf0-db602b7b2034","d42eee8b-c4f5-4b1e-bd66-1c843ae47aff",9585,"5981792a-cba0-4215-b391-e6c352f3f3bb",2026-03-01T14:25:19Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"05a5211e-5cd4-4fbf-90ae-c0d3940c27a4",2025-09-14T15:20:31Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/bmS0YrfEO6","https://colivingmanagement.bukku.my/l/bRDowiKQ8C",2025-10-01T00:00:00Z,"October 2025 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-00904",950,"86b34592-1480-465e-9d41-02e60d5d5cc9",53,1,true,"RC-mg7igklz","f5bf2926-c636-4850-a048-4ecf562364a5","07bc2d51-a270-4c5f-ab8c-752127566102",6715,"6db13fb0-3b98-43ff-b84c-7e4b5560a3b6",2025-10-01T04:55:18Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"05ba385d-805c-4720-bb0a-8ba7ef9b6e1b",2025-09-14T15:19:58Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/aFLwoBB2Db","https://colivingmanagement.bukku.my/l/d25imcfF_r",2026-02-01T00:00:00Z,"February 2026 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-00832",600,"a573ded5-8083-4f0d-baa0-d36b6821b3ee",53,1,true,"RC-ml31r6sp","af8f9063-31bd-4b6d-b54a-8c25b9a1fdc6","da3f3823-7538-477b-9d4d-c3059f028f20",6643,"c0fba2d6-05e0-4b27-9cb7-a281e6430ac9",2026-02-01T01:17:10Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"05bbaaeb-2199-41a0-983a-0e233b6f9455",2025-10-26T11:42:32Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/cYn2Mnzr2Y","https://colivingmanagement.bukku.my/l/brsoxSRqXi",2025-10-26T11:42:31Z,"October - Meridin Bayvue B1-07-13a Master Room - Deposit Add-on","d3f72d51-c791-4ef0-aeec-3ed1134e5c86","IV-02057",500,"0d961896-ca8c-4815-943c-8a81ebc44c1a",52,2,true,"RC-mha65rkj","69f6eb67-6a67-496d-8901-8a0b0e03a0ab","388b9a8c-7a80-434f-8119-6b4d80b26978",9482,"c0fba2d6-05e0-4b27-9cb7-a281e6430ac9",2025-10-28T06:14:14Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"06170fcb-2e70-42ac-8d2b-f6543496bfb4",2025-09-14T15:19:57Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/bxcRrHasFz","https://colivingmanagement.bukku.my/l/bvuN2Yqb8q",2025-10-01T00:00:00Z,"October 2025 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-00772",600,"f07d1385-577c-4641-b042-7236ed82a58f",53,1,true,"RC-mg61634w","174ef75f-fa07-4bf0-bb88-f743339a50bf","7f55a518-1973-4412-a129-bc749b929276",6583,"3faf9896-9e64-4092-93ec-603e692bae24",,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"06299c33-bef9-41b4-922c-24977fd29cf3",2025-09-14T15:20:19Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/b8KQfwd8tC","https://colivingmanagement.bukku.my/l/dNSDSxgnZ-",2026-01-01T00:00:00Z,"January 2026 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-00923",1550,"643b2a2d-d432-4dd2-beb2-a4cef1cfada7",53,1,true,"RC-mjjyfwcg","4e7e0462-acce-4c7b-a921-7101a46f0399","f40561f0-1f5c-4629-8caf-5ab61940a840",6734,"1119da1b-7b56-4b65-9ca1-800757e29764",2025-12-24T11:54:34Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"0670b04e-20d4-4956-8173-1dd712468f6f",2025-10-30T04:17:59Z,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/czArrMc_OK",,2026-05-01T04:00:00Z,"May - Meridin Bayvue B1-10-05 Master Room - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02464",800,"26e78ff1-68a4-43bc-a855-7516a19b4c64",53,1,,,"7e68c424-aa3d-4ef6-bdd2-b6e4b0b621f6","acd1c031-63a5-49e7-b384-14f2a60afae0",10239,"beaf7c8c-e161-4e8f-b30e-376c0d94be25",,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"06d9dd81-3c5d-45ee-9c54-7d60687e1419",2025-09-30T01:27:51Z,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/dhaT-V7-tI",,2025-10-01T04:00:00Z,"October - Meridin Bayvue B2-19-12 Balcony Room - Owner Comission","86da59c0-992c-4e40-8efd-9d6d793eaf6a","IV-01544",300,"1b12f21b-bca4-40cd-8e5a-28399a6f7af4",64,11,true,,"23c94dd3-f56c-4065-a495-f010e16690d8","8e0fc272-7380-452f-840f-55178597e795",7663,"4155d4f3-9438-448a-8c5e-d49dd1272646",,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"06dbab84-2c61-4eaf-a810-474cc9e5955d",2025-09-14T15:20:14Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/cRWkr0cqVh","https://colivingmanagement.bukku.my/l/c2fyxJ4XVN",2025-12-01T00:00:00Z,"December 2025 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-00874",600,"b26d3537-4e8a-47d1-b128-4976f7dd4910",53,1,true,"RC-mil0reyo","f3335a57-a272-4c8d-b063-915c0ebc4d2c","a76da61b-df1c-4049-a366-d72dcf064df5",6685,"c0fba2d6-05e0-4b27-9cb7-a281e6430ac9",2025-11-30T01:07:26Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"070f44aa-de0c-41d3-922a-e7100b3dbb03",2025-09-14T15:20:02Z,2026-02-19T08:59:02Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/cQgt3_dIhm","https://colivingmanagement.bukku.my/l/aRgBNK5D_m",2026-01-01T00:00:00Z,"January 2026 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-00833",700,"5f495542-1482-47eb-8acb-15ab99274ede",53,1,true,"RC-mk2cbc5e","063b8e70-666f-403b-8395-2e352a4faa90","25be20ab-a0de-442a-b6d0-1325de31baab",6644,"6db13fb0-3b98-43ff-b84c-7e4b5560a3b6",2026-01-06T08:42:41Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"07a8afbb-a42c-4694-b8cc-703829d9a69f",2025-10-06T02:25:18Z,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/cZYSkV7oBz","https://colivingmanagement.bukku.my/l/dLzTS3-xhz",2025-12-01T00:00:00Z,"December - Aliff Residences B-13-07 Standard Room - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-01696",700,"4f914820-9400-48a5-9527-f21c87552cbe",53,1,true,"RC-mi8r0usf","2e296b44-c922-40cf-a3d9-e756cff640b1","17e79a3f-e22b-4ef7-b538-76e2ba20c046",7875,"31e9f13e-8494-4000-bee6-85306326a98a",2025-11-21T11:01:59Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"07b6df74-b8eb-413b-8791-197c0399ad45",2025-09-14T15:20:18Z,2026-03-14T01:41:52Z,"bad279a4-e309-4354-a70f-2a1b0818317f","https://colivingmanagement.bukku.my/l/cK5QX76uOc","https://colivingmanagement.bukku.my/l/anKFeciuh5",2026-03-01T00:00:00Z,"March 2026 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-00955",2150,"27d5f5f4-ab6e-4708-9f80-7b26525b485b",53,1,true,"RC-mm3lekfv","d1b8aa52-af7e-4ce4-bc49-86608d903006","548f3c5f-ab09-40e3-b124-8d2c68f4e84d",6766,"1119da1b-7b56-4b65-9ca1-800757e29764",2026-02-26T15:04:38Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"08532de8-defd-4bd2-b71a-f7f070dd7397",2026-02-28T13:26:23Z,2026-02-28T13:26:34Z,"4603e922-975d-4dea-a482-3cce8a0e1539","https://colivingmanagement.bukku.my/l/cf3MrY016_",,2026-07-28T16:00:00Z,"Jul 2026 - Aliff Residences B-13-07 Master Room 1 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02822",1000,"c077f50a-1afb-4680-aac7-6dad81355445",53,1,,,"68e3de51-27bd-4e66-a5ad-138f8b61b2ce","d7b1aa7e-5bd7-4ef1-9581-c2e12983e3a9",10864,"31e9f13e-8494-4000-bee6-85306326a98a",,
"0903c610-5d1b-4318-9ca1-fd2b4b3c2d8e",2025-11-03T01:33:16Z,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/bnhMWs6xtF","https://colivingmanagement.bukku.my/l/cYxg3IbYi5",2025-11-04T16:00:00Z,"November - Paragon Suite A-29-05 Small Room - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02150",450,"5f9cd58d-1dad-46ec-802b-cfd37e7a1387",53,1,true,"RC-mhlicnv1","1dd25e1b-ec08-4bfb-981a-47eb98f21d73","4d2834cf-8c4a-4eb8-be1e-628d05f660d4",9653,"5981792a-cba0-4215-b391-e6c352f3f3bb",2025-11-05T04:39:58Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"09042204-b1b6-4dc9-96c8-512c85bdc3d6",2025-10-02T03:51:55Z,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/bjA2XioDsi","https://colivingmanagement.bukku.my/l/aHSC-0pzfF",2025-11-01T00:00:00Z,"November - Meridin Bayvue B2-19-12 Small Room - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-01625",600,"a6a7142a-219c-4f8f-8315-9cda36e3d838",53,1,true,"RC-mgbiyyhi","cfa07d63-8e83-45d4-a49d-98d5f97d3e89","6d386287-5491-484c-88cf-3877890cf838",7778,"4155d4f3-9438-448a-8c5e-d49dd1272646",2025-10-04T00:26:19Z,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"09a1218c-9ff4-4b55-a2ea-c9a59d4c895a",2025-11-27T07:28:59Z,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/dz8nw88uV6",,2026-06-01T00:00:00Z,"June - Paragon Suite A-18-05 Master Room 1 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02286",1400,"cf3b27d1-9552-4154-9bb7-398d80620c8f",53,1,,,"095bce46-e254-4805-9765-a7d9fbc92d05","6cbf2efe-fb21-480d-9f52-326a2756c5b6",9883,"ab2f9b6a-402a-4593-a939-f306dc976067",,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
"09b8862d-81e4-4c26-88cc-89f6fb518658",2025-10-30T05:15:10Z,2026-02-19T08:59:02Z,"f7e698cb-0d8d-42d1-91c8-b9ff12f1486f","https://colivingmanagement.bukku.my/l/dqTKdaiXZq",,2026-05-01T00:00:00Z,"May - Paragon Suite A-29-05 Standard Room 1 - Rental Income","cf4141b1-c24e-4fc1-930e-cfea4329b178","IV-02133",750,"e4a1ab8d-c52d-4450-8f44-f77c64a5c953",53,1,,,"62b1e475-3497-4415-aaf0-db602b7b2034","d42eee8b-c4f5-4b1e-bd66-1c843ae47aff",9587,"5981792a-cba0-4215-b391-e6c352f3f3bb",,"817f6510-47ac-4f8f-9828-d2fd91cb406f"
