"ID","Created Date","Updated Date","Owner","property","period","title","totalrental","totalutility","totalcollection","expenses","netpayout","Bukkubills","Bukkuinvoice","monthlyreport","client","Paid"
"0d2f9612-c267-49ae-bd22-13c14228636f",2025-12-08T10:29:01Z,2026-02-20T08:24:26Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","e83a5d2c-dd1e-422e-b3de-eeb6438cc45e",2025-10-31T16:00:00Z,"November 2025 SKS Pavillion B-21-01",3400,809.77,3600,809.77,2450.23,"https://colivingmanagement.bukku.my/l/afpN56eT8V","https://colivingmanagement.bukku.my/l/djQ2k3x1za","https://download-files.wixmp.com/ugd/a1b068_ddbb4323784b4624a314ec7e6e005242.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJvYmoiOltbeyJwYXRoIjoiL3VnZC9hMWIwNjhfZGRiYjQzMjM3ODRiNDYyNGEzMTRlYzdlNmUwMDUyNDIucGRmIn1dXSwiZGlzIjp7ImZpbGVuYW1lIjoiMjAyNV9TS1NfUGF2aWxsaW9uX0ItMjEtMDEucGRmIiwidHlwZSI6ImF0dGFjaG1lbnQifSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXSwiZXhwIjoxNzY1MjI1NzMyLCJqdGkiOiI1YmQ2MDdiOS1hMzEwLTQ4MWYtODEwOS1iYmI1ZDBkZmM2ZDgiLCJpYXQiOjE3NjUxODk3MzIsImlzcyI6InVybjphcHA6ZTY2NjMwZTcxNGYwNDkwYWFlYTFmMTQ5YjNiNjllMzIiLCJzdWIiOiJ1cm46YXBwOmU2NjYzMGU3MTRmMDQ5MGFhZWExZjE0OWIzYjY5ZTMyIn0.X3wp2z49sofd0-nWfQUTnXvV36S4f1PIAV4fBTj3R2o","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0ed1ca8a-a479-4345-be0b-9363012fc87e",2025-09-17T06:33:23Z,2026-02-20T08:24:26Z,"bad279a4-e309-4354-a70f-2a1b0818317f","e83a5d2c-dd1e-422e-b3de-eeb6438cc45e",2025-05-01T04:00:00Z,"May 2025 SKS Pavillion B-21-01",2300,200,2500,1922.75,347.25,,,"https://drive.google.com/file/d/1YwW4g2Dzkyasdg99jG9a0x8E8pnaDu3q/view?usp=sharing","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"0f6e1c9f-a852-4c9b-aa7c-cfce4e28e408",2025-09-10T09:34:40Z,2026-02-20T08:24:26Z,"bad279a4-e309-4354-a70f-2a1b0818317f","e83a5d2c-dd1e-422e-b3de-eeb6438cc45e",2025-08-01T04:00:00Z,"August 2025 SKS Pavillion B-21-01",2545.16,250,2795.16,1511.07,628.82,"https://colivingmanagement.bukku.my/l/c6b-WCNDcw","https://colivingmanagement.bukku.my/l/bxJJNosEQN","https://drive.google.com/file/d/1F8uJOvete4qQIE1Qeb2qOGUiZpoKsXMP/view?usp=sharing","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"11fd7fe5-6282-48cd-b13d-7540f447b5a1",2025-09-17T06:33:23Z,2026-02-20T08:24:26Z,"bad279a4-e309-4354-a70f-2a1b0818317f","52890ac5-9a4d-40d0-80d2-2bbb8d13709b",2025-05-01T04:00:00Z,"May 2025 Paragon Suite B-23-07",4250,200,4450,2157.93,1867.07,,,"https://drive.google.com/file/d/1HqHXllIFegqh_rVC1L-Q-SEpqFK8XKKL/view?usp=sharing","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"14795a0f-c740-412b-aea3-7951599c2f5d",2025-11-07T09:32:26Z,2026-02-20T08:24:26Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","ab2f9b6a-402a-4593-a939-f306dc976067",2025-09-30T16:00:00Z,"October 2025 Paragon Suite A-18-05",2900,880.31,2940,880.31,1769.69,"https://colivingmanagement.bukku.my/l/a9XnlVQ_De","https://colivingmanagement.bukku.my/l/afjvSgmL0F","https://download-files.wixmp.com/ugd/a1b068_c1ab3ebe7bd14769bb23f6fb7baa2db3.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJvYmoiOltbeyJwYXRoIjoiL3VnZC9hMWIwNjhfYzFhYjNlYmU3YmQxNDc2OWJiMjNmNmZiN2JhYTJkYjMucGRmIn1dXSwiZGlzIjp7ImZpbGVuYW1lIjoiMjAyNV9QYXJhZ29uX1N1aXRlX0EtMTgtMDUucGRmIiwidHlwZSI6ImF0dGFjaG1lbnQifSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXSwiZXhwIjoxNzY3NjkxOTM4LCJqdGkiOiI2YTgwNjU1OC1mYTNlLTQxZmEtYTI4MS0xN2Y0NDIwMzE2ZGUiLCJpYXQiOjE3NjI1MDc5MzgsImlzcyI6InVybjphcHA6ZTY2NjMwZTcxNGYwNDkwYWFlYTFmMTQ5YjNiNjllMzIiLCJzdWIiOiJ1cm46YXBwOmU2NjYzMGU3MTRmMDQ5MGFhZWExZjE0OWIzYjY5ZTMyIn0.OyLpFahcRE0t9RM5p7JXnEHnpias5ikUNN9_yiVOYvc","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"14f77436-577e-4910-9c18-269cfab21aad",2026-03-10T10:24:02Z,2026-03-15T19:10:18Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","52890ac5-9a4d-40d0-80d2-2bbb8d13709b",2026-01-31T16:00:00Z,"February 2026 Paragon Suite B-23-07",3150,654.82,3300,654.82,2330.18,"https://colivingmanagement.bukku.my/l/bNVdULuHFz","https://colivingmanagement.bukku.my/l/csnvrce1Nq","wix:document://v1/a1b068_0a7ed521eb93436897696c5f4234ed90.pdf/2026_Paragon_Suite_B-23-07.pdf","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"15823a31-ca2d-43be-a561-fc40b2b466cd",2026-04-10T02:49:43Z,2026-04-10T02:51:22Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","ab2f9b6a-402a-4593-a939-f306dc976067",2026-02-28T16:00:00Z,"March 2026 Paragon Suite A-18-05",4100,1077.66,4260,1077.66,2772.34,"https://colivingmanagement.bukku.my/l/bpyd6iSduo","https://colivingmanagement.bukku.my/l/b9b1ta2okt","wix:document://v1/a1b068_4bf43d2ecc0b40dea4988d1efb11a886.pdf/2026_Paragon_Suite_A-18-05.pdf",,
"1606751c-f7fd-44b2-8223-2a90088d035b",2025-09-17T06:33:23Z,2026-02-20T08:24:26Z,"bad279a4-e309-4354-a70f-2a1b0818317f","3faf9896-9e64-4092-93ec-603e692bae24",2025-03-01T04:00:00Z,"March 2025 Meridin Bayvue B1-20-03a",1700,200,1900,622.86,1107.14,,,,"817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1671fc3e-15e9-4890-b0f4-b18708897ef9",2025-09-10T09:34:30Z,2026-02-20T08:24:26Z,"bad279a4-e309-4354-a70f-2a1b0818317f","5981792a-cba0-4215-b391-e6c352f3f3bb",2025-08-01T04:00:00Z,"August 2025 Paragon Suite A-29-05",1800,100,1900,996.19,743.81,"https://colivingmanagement.bukku.my/l/dLbKtl1y00","https://colivingmanagement.bukku.my/l/aIhO74gWgA","https://drive.google.com/file/d/1BXK2z-LzHFftoiis6k9PKDUgQSCcNufC/view?usp=sharing","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"16c29c9a-3844-42fb-b368-3b550f8aab16",2025-12-08T10:28:51Z,2026-02-20T08:24:26Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","4155d4f3-9438-448a-8c5e-d49dd1272646",2025-10-31T16:00:00Z,"November 2025 Meridin Bayvue B2-19-12",2719,706.31,2979,706.31,2700,"https://colivingmanagement.bukku.my/l/b_p7a2Nom7",,"https://download-files.wixmp.com/ugd/a1b068_dadc74fd0c174057b135021aac4e56fa.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJvYmoiOltbeyJwYXRoIjoiL3VnZC9hMWIwNjhfZGFkYzc0ZmQwYzE3NDA1N2IxMzUwMjFhYWM0ZTU2ZmEucGRmIn1dXSwiZGlzIjp7ImZpbGVuYW1lIjoiMjAyNV9NZXJpZGluX0JheXZ1ZV9CMi0xOS0xMi5wZGYiLCJ0eXBlIjoiYXR0YWNobWVudCJ9LCJhdWQiOlsidXJuOnNlcnZpY2U6ZmlsZS5kb3dubG9hZCJdLCJleHAiOjE3NjUyMjU3MjMsImp0aSI6ImI2Y2E1NTUwLWRiZDktNGE1OS04NjY4LWQ4MzNkMzcwYzNhNSIsImlhdCI6MTc2NTE4OTcyMywiaXNzIjoidXJuOmFwcDplNjY2MzBlNzE0ZjA0OTBhYWVhMWYxNDliM2I2OWUzMiIsInN1YiI6InVybjphcHA6ZTY2NjMwZTcxNGYwNDkwYWFlYTFmMTQ5YjNiNjllMzIifQ.WepbTI3znnjpCiNMa-nE2jQ7WV6JGNjR36m0kqxmqZA","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"16dc0211-dd03-4131-9dca-9adfd267a429",2026-03-10T10:23:52Z,2026-03-15T19:10:17Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","beaf7c8c-e161-4e8f-b30e-376c0d94be25",2026-01-31T16:00:00Z,"February 2026 Meridin Bayvue B1-10-05",2700,656.7,2770,656.7,1843.3,"https://colivingmanagement.bukku.my/l/czdS5Jw7iD","https://colivingmanagement.bukku.my/l/aHrxmDmOO7","wix:document://v1/a1b068_ad4ebbbc5f354b95b66b6494026b2641.pdf/2026_Meridin_Bayvue_B1-10-05.pdf","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1d1daef2-79c0-415c-9f1d-1b525d0516f7",2025-09-10T09:34:12Z,2026-02-20T08:24:26Z,"bad279a4-e309-4354-a70f-2a1b0818317f","4155d4f3-9438-448a-8c5e-d49dd1272646",2025-08-01T04:00:00Z,"August 2025 Meridin Bayvue B2-19-12",1800,100,1900,753.56,966.44,"https://colivingmanagement.bukku.my/l/beJXK2T1Rs","https://colivingmanagement.bukku.my/l/ac7gFbQZ9c","https://drive.google.com/file/d/1isEByO2LHGV-HSlakJX8W_8cuzqNUoUS/view?usp=sharing","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"1fb15583-d7b4-46a5-8a24-51697ebf9083",2025-12-08T10:28:52Z,2026-02-20T08:24:26Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","ab2f9b6a-402a-4593-a939-f306dc976067",2025-10-31T16:00:00Z,"November 2025 Paragon Suite A-18-05",1200,2278.4,1410,2278.4,'-988.4,,"https://colivingmanagement.bukku.my/l/dCgSTK4cX3","https://download-files.wixmp.com/ugd/a1b068_ed4d3f7186764429ada681ac59379305.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJvYmoiOltbeyJwYXRoIjoiL3VnZC9hMWIwNjhfZWQ0ZDNmNzE4Njc2NDQyOWFkYTY4MWFjNTkzNzkzMDUucGRmIn1dXSwiZGlzIjp7ImZpbGVuYW1lIjoiMjAyNV9QYXJhZ29uX1N1aXRlX0EtMTgtMDUucGRmIiwidHlwZSI6ImF0dGFjaG1lbnQifSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXSwiZXhwIjoxNzY1MjI1NzI0LCJqdGkiOiI5MTFkMWIzYi0xNDIzLTQ3OWItODlkNy0wMDEwNmZiYWQ1YmIiLCJpYXQiOjE3NjUxODk3MjQsImlzcyI6InVybjphcHA6ZTY2NjMwZTcxNGYwNDkwYWFlYTFmMTQ5YjNiNjllMzIiLCJzdWIiOiJ1cm46YXBwOmU2NjYzMGU3MTRmMDQ5MGFhZWExZjE0OWIzYjY5ZTMyIn0.qbFKfgvrmwiVBauWeQDJ9HZI4h55kXKCm8_bvtkja3s","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"2055e07f-d0f9-428e-8791-820bbca4be1c",2025-10-09T05:55:40Z,2026-02-20T08:24:26Z,"bad279a4-e309-4354-a70f-2a1b0818317f","c0fba2d6-05e0-4b27-9cb7-a281e6430ac9",2025-09-01T04:00:00Z,"September 2025 Meridin Bayvue B1-07-13a",2800,200,3000,1117.8,1602.2,"https://colivingmanagement.bukku.my/l/dmqmWLuFav","https://colivingmanagement.bukku.my/l/bCsPz08z_7","https://drive.google.com/file/d/18M20crv1RE2SzgcEMqInYSVkrnc_zi33/view?usp=sharing","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"2057912d-e9f8-4918-adef-06610b155196",2026-03-10T10:23:48Z,2026-03-15T19:10:21Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","31e9f13e-8494-4000-bee6-85306326a98a",2026-01-31T16:00:00Z,"February 2026 Aliff Residences B-13-07 -1800",2584,104,3494,104,1331.6,"https://colivingmanagement.bukku.my/l/bceNSWhPw9","https://colivingmanagement.bukku.my/l/aBcaFlJ5Ok","wix:document://v1/a1b068_da0787a5b86b4292a5595dfe4659fa90.pdf/2026_Aliff_Residences_B-13-07.pdf","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"23786a44-6ccf-492d-b582-1bf8372f165a",2026-01-09T04:29:19Z,2026-02-20T08:24:26Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","92f3ecef-c641-42fc-8085-60519b40820b",2025-11-30T16:00:00Z,"December 2025 SKS Pavillion B-31-03",0,267.94,0,267.94,'-267.94,,,"https://download-files.wixmp.com/ugd/a1b068_ab122b3a460443588e312ed4605d3055.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJvYmoiOltbeyJwYXRoIjoiL3VnZC9hMWIwNjhfYWIxMjJiM2E0NjA0NDM1ODhlMzEyZWQ0NjA1ZDMwNTUucGRmIn1dXSwiZGlzIjp7ImZpbGVuYW1lIjoiMjAyNV9TS1NfUGF2aWxsaW9uX0ItMzEtMDMucGRmIiwidHlwZSI6ImF0dGFjaG1lbnQifSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXSwiZXhwIjoxNzY3OTY4OTUxLCJqdGkiOiIyZDQ1MjMwZC04YWMzLTRhZWUtOWFlNi1hMzNmMTNkYjAxZTMiLCJpYXQiOjE3Njc5MzI5NTEsImlzcyI6InVybjphcHA6ZTY2NjMwZTcxNGYwNDkwYWFlYTFmMTQ5YjNiNjllMzIiLCJzdWIiOiJ1cm46YXBwOmU2NjYzMGU3MTRmMDQ5MGFhZWExZjE0OWIzYjY5ZTMyIn0.EZkdKmOWczwrqoP4ir3rgVwRn5elhpAGNSqRncc_cVU","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"243f6171-519e-4351-8e68-08c6a0b2f378",2026-01-09T04:29:13Z,2026-02-20T08:24:26Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","52890ac5-9a4d-40d0-80d2-2bbb8d13709b",2025-11-30T16:00:00Z,"December 2025 Paragon Suite B-23-07",3150,781.17,3250,781.17,2153.83,"https://colivingmanagement.bukku.my/l/dGrn5Hh1wc","https://colivingmanagement.bukku.my/l/a7VrHy4cVO","https://download-files.wixmp.com/ugd/a1b068_63da9d9db12446b8a7cef13e272d1bbc.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJvYmoiOltbeyJwYXRoIjoiL3VnZC9hMWIwNjhfNjNkYTlkOWRiMTI0NDZiOGE3Y2VmMTNlMjcyZDFiYmMucGRmIn1dXSwiZGlzIjp7ImZpbGVuYW1lIjoiMjAyNV9QYXJhZ29uX1N1aXRlX0ItMjMtMDcucGRmIiwidHlwZSI6ImF0dGFjaG1lbnQifSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXSwiZXhwIjoxNzY3OTY4OTQ2LCJqdGkiOiJlZjQ0ODViOC04NmYxLTQ5ZDktOWYzYi1jMGFmOTRhOGEyZDMiLCJpYXQiOjE3Njc5MzI5NDYsImlzcyI6InVybjphcHA6ZTY2NjMwZTcxNGYwNDkwYWFlYTFmMTQ5YjNiNjllMzIiLCJzdWIiOiJ1cm46YXBwOmU2NjYzMGU3MTRmMDQ5MGFhZWExZjE0OWIzYjY5ZTMyIn0.h_D1Ig_CtWPIm-F2JX-ihH8wawBMFdQW81opWSRh1Zk","817f6510-47ac-4f8f-9828-d2fd91cb406f",
"24a82bd5-80b1-4c36-a634-2af4c86dc62c",2026-01-09T04:28:55Z,2026-02-20T08:24:26Z,"a1b06860-22d8-4493-ae60-65dfd19af60e","31e9f13e-8494-4000-bee6-85306326a98a",2025-11-30T16:00:00Z,"December 2025 Aliff Residences B-13-07",2050,214.42,2270,214.42,1850.58,"https://colivingmanagement.bukku.my/l/c5ceUhw1Dl","https://colivingmanagement.bukku.my/l/caRo8mvjVN","https://download-files.wixmp.com/ugd/a1b068_ed6601018717446995137dc378639473.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJvYmoiOltbeyJwYXRoIjoiL3VnZC9hMWIwNjhfZWQ2NjAxMDE4NzE3NDQ2OTk1MTM3ZGMzNzg2Mzk0NzMucGRmIn1dXSwiZGlzIjp7ImZpbGVuYW1lIjoiMjAyNV9BbGlmZl9SZXNpZGVuY2VzX0ItMTMtMDcucGRmIiwidHlwZSI6ImF0dGFjaG1lbnQifSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXSwiZXhwIjoxNzY3OTY4OTI4LCJqdGkiOiI5NmMzM2E1NC01OTdkLTRlOTgtODgyNy01Yjc5MThjYjI5ZjgiLCJpYXQiOjE3Njc5MzI5MjgsImlzcyI6InVybjphcHA6ZTY2NjMwZTcxNGYwNDkwYWFlYTFmMTQ5YjNiNjllMzIiLCJzdWIiOiJ1cm46YXBwOmU2NjYzMGU3MTRmMDQ5MGFhZWExZjE0OWIzYjY5ZTMyIn0.MOnEO8sXTW1KTyRmASWH27nK39I0KbNABz-EQg9c2DI","817f6510-47ac-4f8f-9828-d2fd91cb406f",
